City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Windspeed,Country,Date
275,palmas de monte alto,-14.2672,-43.1619,84.96,44,76,8.7,BR,1711576459
276,khanty-mansiysk,61.0042,69.0019,14.11,79,100,15.66,RU,1711576459
277,smithers,54.7804,-127.1743,48.52,40,75,3.44,CA,1711576459
278,ruma,45.0081,19.8222,60.58,72,100,19.64,RS,1711576460
279,lamarque,-39.423,-65.7021,74.32,33,87,13.2,AR,1711576460
280,kasama,-10.2129,31.1808,62.67,98,35,3.56,ZM,1711576460
281,saipan,15.1355,145.701,79.65,1,40,4.61,MP,1711576460
282,lyambir',54.2817,45.1249,34.27,92,7,15.99,RU,1711576460
283,happy valley-goose bay,53.3168,-60.3315,32.31,100,100,5.75,CA,1711576461
284,celestun,20.8667,-90.4,81.79,74,2,11.5,MX,1711576461
285,puerto deseado,-47.7503,-65.8938,57.83,55,6,21.03,AR,1711576279
286,boguchany,58.3814,97.4531,4.86,98,100,3.0,RU,1711576461
287,sao joao da barra,-21.6403,-41.0511,77.09,90,97,9.17,BR,1711576461
288,starke,29.9441,-82.1098,75.52,83,40,17.27,US,1711576462
289,mccook,40.2019,-100.6257,54.05,45,0,5.75,US,1711576462
290,kinmparana,12.8402,-4.9199,93.54,32,97,7.94,ML,1711576462
291,kyren,51.6828,102.1408,19.94,86,99,1.99,RU,1711576462
292,revda,56.801,59.9303,33.8,99,100,5.86,RU,1711576463
293,brookings,44.3114,-96.7984,27.18,66,0,18.41,US,1711576444
294,nadym,65.5333,72.5167,-11.18,100,94,5.53,RU,1711576463
295,fort mcmurray,56.7268,-111.381,22.59,79,100,17.27,CA,1711576307
296,kiffa,16.6166,-11.4045,84.85,20,78,7.92,MR,1711576463
297,flin flon,54.7682,-101.865,24.64,33,0,4.61,CA,1711576189
298,kapuskasing,49.4169,-82.4331,32.09,69,100,20.71,CA,1711576262
299,polyarnyy,69.1989,33.4478,10.29,95,24,10.69,RU,1711576464
300,wailua homesteads,22.0669,-159.378,77.43,86,75,17.27,US,1711576464
301,atar,20.5169,-13.0499,74.43,23,100,7.43,MR,1711576464
302,suntar,62.1444,117.6319,-12.08,100,94,3.91,RU,1711576464
303,bismarck,46.8083,-100.7837,26.44,51,0,9.22,US,1711576465
304,taoudenni,22.6783,-3.9836,75.0,13,0,5.7,ML,1711576465
305,stony plain,53.5334,-114.0021,53.35,32,75,12.66,CA,1711576369
306,yigo village,13.5361,144.8886,78.12,90,100,11.5,GU,1711576465
307,luena,-11.7833,19.9167,66.38,94,100,4.61,AO,1711576465
308,ulanhot,46.0833,122.0833,28.98,47,32,27.56,CN,1711576466
309,port augusta,-32.5,137.7667,63.3,51,11,5.41,AU,1711576466
310,arkhangel'sk,64.5401,40.5433,10.51,92,0,2.24,RU,1711576466
311,tolanaro,-25.0319,46.9987,71.67,94,75,16.11,MG,1711576466
312,palmer,42.1584,-72.3287,57.67,73,100,5.75,US,1711576467
313,lebu,-37.6167,-73.65,59.54,84,0,14.58,CL,1711576467
314,nizhneangarsk,55.7833,109.55,-8.39,85,60,7.85,RU,1711576467
315,ambon,-3.6954,128.1814,81.88,95,40,3.44,ID,1711576467
316,ribeira brava,32.65,-17.0667,65.01,81,61,13.2,PT,1711576468
317,dudinka,69.4058,86.1778,-15.32,99,98,5.01,RU,1711576468
318,tejen,37.3834,60.5054,51.42,61,20,20.76,TM,1711576468
319,colonia,50.9333,6.95,47.97,83,0,6.91,DE,1711576440
320,porto novo,6.4965,2.6036,85.82,79,82,9.66,BJ,1711576468
321,dosso,13.049,3.1937,93.69,28,59,14.81,NE,1711576469
322,ishikawa,26.4233,127.8214,66.16,74,0,4.61,JP,1711576469
323,butembo,0.15,29.2833,58.73,98,98,0.49,CD,1711576469
324,sola,-13.8833,167.55,81.27,94,100,0.0,VU,1711576469
325,guarapari,-20.6667,-40.4975,77.9,90,98,6.44,BR,1711576357
326,ruidoso,33.3317,-105.673,51.04,23,0,16.11,US,1711576470
327,contamana,-7.3333,-75.0167,86.07,60,99,2.37,PE,1711576470
328,marabba,12.35,32.1833,82.02,9,15,9.01,SD,1711576470
329,bubaque,11.2833,-15.8333,77.2,71,3,16.08,GW,1711576470
330,elverum,60.8819,11.5623,34.65,100,100,2.82,NO,1711576471
331,varkaus,62.3153,27.873,32.31,98,100,6.93,FI,1711576471
332,khorixas,-20.3667,14.9667,70.88,75,100,9.6,NA,1711576471
333,sittwe,20.15,92.9,73.98,76,1,6.44,MM,1711576471
334,ust-tsilma,65.441,52.1498,-4.4,100,92,1.99,RU,1711576471
335,zouerate,22.7187,-12.4521,67.21,28,14,8.05,MR,1711576472
336,jayapura,-2.5333,140.7,76.39,91,99,5.26,ID,1711576386
337,kalevala,65.2,31.1667,25.09,85,100,3.0,RU,1711576472
338,bukene,-4.2333,32.8833,66.15,93,45,3.29,TZ,1711576472
339,tazacorte,28.629,-17.9293,63.57,82,40,4.0,ES,1711576473
340,green river,41.5286,-109.4662,44.98,42,46,8.01,US,1711576473
341,oranjemund,-28.55,16.4333,59.97,97,25,6.69,NA,1711576473
342,sinan,34.8262,126.1086,50.11,91,100,12.46,KR,1711576473
343,plaza huincul,-38.926,-69.2086,78.15,10,6,4.0,AR,1711576474
344,crane,31.3974,-102.3501,68.99,13,65,17.54,US,1711576474
345,ancud,-41.8697,-73.8203,58.53,72,0,3.8,CL,1711576474
346,zarghun shahr,32.8473,68.4457,48.0,80,100,3.94,AF,1711576474
347,ziro,27.6333,93.8333,43.05,90,23,2.51,IN,1711576474
348,natal,-5.795,-35.2094,77.65,94,75,5.75,BR,1711576250
349,tierp,60.3427,17.5181,33.62,96,87,2.8,SE,1711576475
350,shanhaiguan,39.9988,119.7564,44.73,78,3,3.8,CN,1711576475
351,zaragoza,41.6561,-0.8773,61.25,56,75,11.5,ES,1711576373
352,la junta,37.985,-103.5438,57.06,35,65,8.95,US,1711576475
353,kitimat,54.0524,-128.6534,53.91,56,100,3.0,CA,1711576388
354,tura,25.5198,90.2201,67.73,69,31,3.4,IN,1711576476
355,sur,22.5667,59.5289,75.94,63,99,1.32,OM,1711576476
356,kenora,49.8167,-94.4337,18.57,73,100,13.8,CA,1711576183
357,okha,53.5739,142.9478,20.82,91,86,7.52,RU,1711576476
358,hasaki,35.7333,140.8333,45.28,52,100,6.35,JP,1711576476
359,florence,43.7667,11.25,51.24,84,20,2.3,IT,1711576476
360,eagleton village,35.7951,-83.9318,67.89,47,75,5.75,US,1711576477
361,fairfield,41.2668,-73.3162,51.67,73,100,4.61,US,1711576341
362,baganga,7.5739,126.56,77.86,87,100,4.38,PH,1711576477
363,nantucket,41.2835,-70.0995,50.14,92,100,13.8,US,1711576191
364,orapa,-21.2833,25.3667,73.24,50,78,14.14,BW,1711576477
365,pangody,65.85,74.4859,-14.85,100,83,5.73,RU,1711576478
366,piti village,13.4626,144.6933,79.68,90,100,11.5,GU,1711576478
367,tsiombe,-25.3,45.4833,71.87,86,41,10.49,MG,1711576478
368,nyurba,63.2842,118.3319,-14.84,100,90,3.42,RU,1711576478
369,filadelfia,39.9523,-75.1638,49.33,94,100,9.22,US,1711576365
370,ore,6.7457,4.8775,80.71,86,92,2.35,NG,1711576479
371,mamuju,-2.6748,118.8885,77.41,91,100,3.24,ID,1711576479
372,kolobrzeg,54.1757,15.5834,49.46,85,94,10.71,PL,1711576479
373,tambacounda,13.7539,-13.7586,95.05,26,0,4.61,SN,1711576480
374,tyuratam,45.6507,63.3156,50.83,84,100,0.51,KZ,1711576480
375,irtyshsk,53.3333,75.4572,33.89,99,100,5.55,KZ,1711576480
376,viedma,-40.8135,-62.9967,66.47,56,97,10.38,AR,1711576441
377,saldanha,-33.0117,17.9442,62.65,88,3,11.95,ZA,1711576480
378,bat khela,34.6167,71.9714,63.28,67,100,4.38,PK,1711576481
379,palmares do sul,-30.2578,-50.5097,72.05,77,7,13.65,BR,1711576481
380,kailua-kona,19.6406,-155.9956,81.28,76,75,13.8,US,1711576240
381,aykhal,66.0,111.5,-25.96,100,58,5.08,RU,1711576481
382,zeya,53.75,127.2667,29.48,88,100,12.08,RU,1711576481
383,sevsk,52.1491,34.4926,36.81,87,88,7.72,RU,1711576482
384,portland,45.5234,-122.6762,55.44,87,75,11.99,US,1711576404
385,ekangala,-25.6962,28.7492,67.93,54,94,3.22,ZA,1711576482
386,watsa,3.0372,29.5355,65.39,96,100,3.09,CD,1711576482
387,pohang,36.0322,129.365,49.28,74,100,5.28,KR,1711576483
388,saint-joseph,-21.3667,55.6167,73.78,82,100,10.02,RE,1711576483
389,chikhli,20.35,76.25,86.65,20,26,5.55,IN,1711576483
390,tughyl,47.7252,84.2063,31.26,94,98,1.5,KZ,1711576483
391,policoro,40.2115,16.6726,57.97,56,84,8.99,IT,1711576483
392,broome,42.2506,-75.833,57.2,79,40,10.36,US,1711576484
393,roses,42.262,3.1769,58.14,77,99,8.99,ES,1711576484
394,chicoana,-25.1009,-65.5331,78.85,75,99,0.69,AR,1711576484
395,villamontes,-21.25,-63.5,94.44,38,0,0.0,BO,1711576401
396,oudtshoorn,-33.5907,22.2014,62.96,87,93,3.74,ZA,1711576484
397,dzhambeyty,50.2536,52.595,32.38,98,100,17.47,KZ,1711576485
398,ambodifotatra,-16.9833,49.85,79.41,85,100,15.35,MG,1711576485
399,tateyama,34.9833,139.8667,50.09,65,100,6.33,JP,1711576485
400,mancio lima,-7.6142,-72.8958,91.47,62,20,5.75,BR,1711576485
401,jabor,5.921,169.6434,82.4,80,58,16.2,MH,1711576485
402,jertih,5.7336,102.4897,75.36,92,99,2.42,MY,1711576486
403,lipayran,11.0593,123.6342,81.18,83,86,9.51,PH,1711576486
404,touros,-5.1989,-35.4608,77.67,88,99,5.66,BR,1711576486
405,itaparica,-12.8883,-38.6786,82.33,86,43,8.66,BR,1711576470
406,khovd,48.0056,91.6419,33.8,43,100,1.63,MN,1711576487
407,calipatria,33.1256,-115.5142,79.29,28,40,3.85,US,1711576487
408,karakol,42.4907,78.3936,44.42,53,97,3.8,KG,1711576487
409,pundong,-7.9522,110.3486,78.33,83,100,3.13,ID,1711576487
410,taltal,-25.4,-70.4833,70.25,76,23,4.61,CL,1711576220
411,gamay,12.3854,125.2979,78.39,93,77,7.92,PH,1711576487
412,prainha,-1.8,-53.48,80.29,81,40,2.8,BR,1711576488
413,aswan,24.0934,32.907,78.1,12,0,3.44,EG,1711576488
414,mount isa,-20.7333,139.5,73.17,83,46,4.61,AU,1711576488
415,lugovoye,42.9094,72.7178,53.71,74,68,6.2,KZ,1711576488
416,shirgaon,19.7,72.7,78.17,77,11,4.18,IN,1711576488
417,kralendijk,12.15,-68.2667,87.78,58,75,3.44,BQ,1711576489
418,chigasaki,35.3261,139.4039,50.09,68,100,5.61,JP,1711576489
419,el calafate,-50.3408,-72.2768,52.68,76,71,6.93,AR,1711576243
420,ketchikan,55.3422,-131.6461,51.35,61,0,11.5,US,1711576255
421,sao vicente,-23.9631,-46.3919,75.38,78,100,5.01,BR,1711576364
422,emmett,43.8735,-116.4993,60.57,35,100,1.99,US,1711576489
423,lorengau,-2.0226,147.2712,82.53,79,86,2.73,PG,1711576490
424,altai,46.3722,96.2583,27.36,36,93,4.76,MN,1711576490
425,juneau,58.3019,-134.4197,48.11,85,0,10.36,US,1711576429
426,hadibu,12.65,54.0333,79.7,78,80,8.97,YE,1711576490
427,diego de almagro,-26.3667,-70.05,74.5,44,0,9.15,CL,1711576490
428,midland,31.9974,-102.0779,70.47,15,40,19.57,US,1711576248
429,birjand,32.8663,59.2211,50.47,34,0,13.8,IR,1711576278
430,da nang,16.0678,108.2208,76.98,94,40,1.14,VN,1711576491
431,howrah,22.5892,88.3103,78.8,94,40,3.44,IN,1711576491
432,kedainiai,55.2883,23.9747,49.14,65,51,14.32,LT,1711576492
433,roshal',55.6685,39.8749,25.34,99,54,3.02,RU,1711576492
434,buala,-8.145,159.5921,83.8,76,57,0.74,SB,1711576492
435,banda aceh,5.5577,95.3222,79.72,79,88,5.41,ID,1711576466
436,goundi,9.3627,17.366,93.06,24,99,3.91,TD,1711576492
437,mili,6.0815,171.735,81.7,82,99,18.7,MH,1711576492
438,key largo,25.0865,-80.4473,82.4,63,19,9.19,US,1711576333
439,vallam,10.7167,79.0833,80.65,92,5,4.97,IN,1711576493
440,teruel,40.6667,-0.6667,43.27,88,98,33.53,ES,1711576493
441,hobyo,5.3505,48.5268,83.37,71,78,17.29,SO,1711576493
442,carthage,36.8611,10.3316,56.73,62,20,4.61,TN,1711576493
443,mwinilunga,-11.7358,24.4293,65.61,96,100,1.19,ZM,1711576493
444,whakatane,-37.9585,176.9854,66.51,78,21,4.0,NZ,1711576494
445,suoyarvi,62.0833,32.35,30.11,98,100,5.7,RU,1711576494
446,el granada,37.5027,-122.4694,64.24,81,100,17.27,US,1711576361
447,khandyga,62.6667,135.6,16.38,97,100,2.35,RU,1711576494
448,joshimath,30.5667,79.5667,53.53,62,92,7.27,IN,1711576494
449,elliot,-31.3333,27.85,57.49,95,100,3.49,ZA,1711576495
450,santa cruz,-17.8,-63.1667,96.85,28,20,16.11,BO,1711576441
451,valdivia,-39.8142,-73.2459,73.49,68,1,2.19,CL,1711576435
452,pontes e lacerda,-15.2261,-59.3353,75.18,91,85,3.0,BR,1711576461
453,sovetskaya,44.7769,41.1722,39.72,92,4,5.19,RU,1711576495
454,san patricio,28.017,-97.5169,75.15,46,8,9.08,US,1711576495
455,ferkessedougou,9.6,-5.2,90.81,42,72,1.32,CI,1711576496
456,bikenibeu village,1.3673,173.1241,85.96,79,20,8.05,KI,1711576496
457,sorong,-0.8833,131.25,80.46,85,98,9.19,ID,1711576496
458,bryne,58.7354,5.6477,44.56,91,75,5.75,NO,1711576496
459,les avirons,-21.2418,55.3394,71.69,73,100,8.05,RE,1711576496
460,fiambala,-27.6871,-67.6149,76.8,52,62,9.69,AR,1711576496
461,hilo,19.7297,-155.09,78.53,79,75,11.5,US,1711576497
462,vernon,50.2581,-119.2691,47.01,74,100,2.3,CA,1711576497
463,laguna,38.421,-121.4238,59.29,79,100,5.75,US,1711576269
464,hafar al-batin,28.4328,45.9708,68.58,34,0,5.75,SA,1711576497
465,padampur,29.6833,73.6167,76.69,31,94,8.01,IN,1711576497
466,saint croix,17.7397,-64.7388,76.96,73,85,3.0,VI,1711576498
467,pacific grove,36.6177,-121.9166,61.41,78,100,16.11,US,1711576432
468,puerto cabezas,14.0351,-83.3888,85.96,84,75,13.8,NI,1711576498
469,callao,-12.0667,-77.15,79.09,65,0,20.71,PE,1711576498
470,isla mujeres,21.2311,-86.731,87.17,73,94,17.09,MX,1711576498
471,choibalsan,48.0667,114.5,7.75,73,2,16.49,MN,1711576499
472,grand falls-windsor,48.9332,-55.6649,40.5,56,100,3.0,CA,1711576499
473,langzhong,31.5504,105.9938,55.51,74,2,1.41,CN,1711576499
474,amga,60.8953,131.9608,24.66,97,100,3.4,RU,1711576499
475,mahina,-17.5065,-149.489,89.37,58,40,8.05,PF,1711576499
476,island harbour,50.724,-1.2758,49.98,86,99,18.01,GB,1711576499
477,pijao,4.3342,-75.7035,68.99,73,75,9.22,CO,1711576500
478,port saint john's,-31.6229,29.5448,71.17,92,100,7.45,ZA,1711576500
479,kemijarvi,66.7131,27.4306,13.98,98,54,5.17,FI,1711576500
480,zhangjiakou,40.81,114.8794,30.34,19,0,16.11,CN,1711576500
481,impfondo,1.6381,18.0667,75.38,77,95,2.71,CG,1711576500
482,poronaysk,49.2167,143.1167,24.31,77,48,1.77,RU,1711576501
483,san antonio de pale,-1.4014,5.6325,84.31,75,85,2.73,GQ,1711576501
484,coyhaique,-45.5752,-72.0662,62.55,51,40,5.75,CL,1711576501
485,bay roberts,47.5999,-53.2648,35.51,66,98,6.26,CA,1711576501
486,havre,49.5833,0.3333,46.8,81,0,18.41,FR,1711576501
487,khash,28.2211,61.2158,60.82,42,100,2.48,IR,1711576502
488,karratha,-20.7377,116.8463,80.65,52,0,7.9,AU,1711576502
489,kruisfontein,-34.0033,24.7314,65.88,90,100,3.56,ZA,1711576502
490,pokrovsk,48.282,37.1758,49.39,59,100,2.89,UA,1711576502
491,pemangkat,1.1667,108.9667,75.72,90,100,6.98,ID,1711576502
492,kudahuvadhoo,2.6708,72.8944,84.22,68,69,9.06,MV,1711576503
493,broken hill,-31.95,141.4333,62.65,38,22,13.35,AU,1711576448
494,jalna,19.8333,75.8833,89.11,24,59,7.45,IN,1711576503
495,weno,7.4515,151.8468,82.35,83,100,8.05,FM,1711576504
496,vila velha,-20.3297,-40.2925,78.75,84,40,11.99,BR,1711576447
497,saint-philippe,-21.3585,55.7679,74.79,85,100,10.56,RE,1711576504
498,panaba,21.2833,-88.2667,86.54,63,48,16.26,MX,1711576504
499,thiruvaiyaru,10.8841,79.1036,81.09,91,6,4.94,IN,1711576504
500,kalabo,-14.97,22.6814,76.84,52,100,1.23,ZM,1711576505
501,kyzyl-suu,42.3414,78.0056,45.7,51,83,6.42,KG,1711576505
502,taro,-8.3862,115.28,73.4,88,97,0.29,ID,1711576505
503,aras-asan,8.8908,126.3033,77.29,89,100,2.3,PH,1711576505
504,sultanah,24.4926,39.5857,82.85,15,0,9.22,SA,1711576506
505,dickinson,29.4608,-95.0513,69.04,58,75,8.05,US,1711576506
506,monywa,22.1167,95.1333,80.62,36,94,8.01,MM,1711576506
507,biloxi,30.396,-88.8853,77.0,33,0,13.8,US,1711576268
508,tbeng meanchey,13.8167,104.9667,78.93,59,34,1.92,KH,1711576506
509,fada,9.5667,8.3,81.55,20,90,3.33,NG,1711576507
510,taulaga,-11.0553,-171.0883,84.4,71,94,7.65,AS,1711576507
511,la maddalena,41.2142,9.4083,55.56,70,24,23.38,IT,1711576507
512,san miguel,13.4833,-88.1833,94.6,46,0,10.36,SV,1711576507
513,mao,39.8885,4.2658,59.56,88,75,17.27,ES,1711576288
514,kangding,30.0513,101.9603,38.59,48,0,6.8,CN,1711576508
515,san jose,37.3394,-121.895,64.36,63,100,8.99,US,1711576349
516,pauini,-7.7136,-66.9764,78.26,97,100,2.75,BR,1711576508
517,sisimiut,66.9395,-53.6735,9.9,94,74,8.63,GL,1711576508
518,pisco,-13.7,-76.2167,78.85,69,0,14.97,PE,1711576337
519,shingu,33.7333,135.9833,51.06,71,100,4.5,JP,1711576509
520,bodaybo,57.8506,114.1933,-9.54,100,86,1.9,RU,1711576509
521,susuman,62.7833,148.1667,2.98,98,97,1.01,RU,1711576509
522,naze,28.3667,129.4833,65.32,66,94,13.33,JP,1711576509
523,kristinestad,62.2743,21.376,36.1,92,97,9.69,FI,1711576509
524,demre,36.2537,29.9777,60.6,53,0,5.32,TR,1711576510
525,san juan,-31.5375,-68.5364,91.8,27,3,10.36,AR,1711576351
526,enshi,30.3,109.4833,55.53,91,93,1.45,CN,1711576510
527,castillos,-34.1667,-53.8333,64.96,78,86,6.17,UY,1711576510
528,burao,9.5221,45.5336,73.72,67,83,7.34,SO,1711576510
529,kuragino,53.8975,92.6725,26.76,94,100,2.98,RU,1711576511
530,magdagachi,53.45,125.8,27.05,95,100,14.0,RU,1711576511
531,kijang,35.2442,129.2139,47.93,78,100,5.23,KR,1711576511
532,burutu,5.3509,5.5076,83.44,82,49,8.43,NG,1711576511
533,tamanrasset,22.785,5.5228,64.31,14,0,5.75,DZ,1711576511
534,dawesville,30.9224,-84.0091,66.67,97,100,5.75,US,1711576511
535,nago,26.5881,127.9761,66.15,72,94,11.79,JP,1711576512
536,prince rupert,54.3161,-130.3201,53.69,43,40,9.22,CA,1711576486
537,bechar,31.6167,-2.2167,62.92,12,2,11.5,DZ,1711576512
538,el nido,11.1858,119.3956,81.37,84,88,6.85,PH,1711576512
539,south berwick,43.2345,-70.8095,56.48,78,100,5.75,US,1711576236
540,rymarov,49.9318,17.2718,52.72,82,90,13.4,CZ,1711576513
541,carignano,44.9069,7.6732,45.12,86,69,8.05,IT,1711576513
542,hammerfest,70.6634,23.6821,25.25,80,40,13.8,NO,1711576513
543,port macquarie,-31.4333,152.9167,68.9,86,14,3.67,AU,1711576514
544,rio grande,-32.035,-52.0986,75.31,72,92,11.16,BR,1711576234
545,mejit,10.2753,170.8646,80.74,77,53,20.09,MH,1711576514
546,san luis de la loma,17.2706,-100.8939,81.37,51,6,6.87,MX,1711576514
547,atbasar,51.8,68.3333,34.02,91,52,7.7,KZ,1711576367
548,margate,51.3813,1.3862,48.9,82,99,8.01,GB,1711576377
549,bhan,26.5583,67.7214,83.7,29,100,14.97,PK,1711576515
550,baligang,13.1537,123.6432,75.97,91,98,5.53,PH,1711576515
551,firuzabad,28.8438,52.5707,52.12,59,1,4.9,IR,1711576515
552,chiredzi,-21.05,31.6667,71.2,68,78,3.02,ZW,1711576515
553,mitsamiouli,-11.3847,43.2844,80.83,81,100,1.43,KM,1711576516
554,tarija,-21.5355,-64.7296,76.91,50,40,9.22,BO,1711576516
