,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Windspeed,Country,Date
282,esmeraldas,-19.7625,-44.3139,77.86,91,100,4.65,BR,1711580355
283,buenaventura,3.8801,-77.0312,78.39,92,99,2.73,CO,1711580506
284,m'sila,35.7058,4.5419,55.13,56,1,1.95,DZ,1711580506
285,haci zeynalabdin,40.6233,49.5586,44.74,65,0,3.02,AZ,1711580507
286,porto belo,-27.1578,-48.5531,77.16,77,25,8.79,BR,1711580507
287,ndele,8.4109,20.6473,79.25,17,100,4.41,CF,1711580507
288,santa sylvina,-27.8326,-61.1375,74.05,38,4,6.93,AR,1711580507
289,usinsk,65.9939,57.5281,6.08,91,100,11.01,RU,1711580508
290,saint-philippe,-21.3585,55.7679,74.79,85,100,10.04,RE,1711580473
291,nogliki,51.8333,143.1667,23.34,79,83,4.0,RU,1711580299
292,bayevo,53.2833,80.7667,27.68,96,100,4.83,RU,1711580508
293,bayanhongor,46.7167,100.1167,1.76,81,96,2.98,MN,1711580509
294,minas de marcona,-15.2119,-75.1103,72.27,64,22,5.99,PE,1711580435
295,georgetown,5.4112,100.3354,80.94,89,20,3.44,MY,1711580509
296,parakou,9.3372,2.6303,89.82,42,99,4.21,BJ,1711580509
297,matiri,-10.75,34.9,61.9,96,89,2.82,TZ,1711580509
298,yaren,-0.5472,166.916,82.65,79,64,10.54,NR,1711580510
299,happy valley-goose bay,53.3168,-60.3315,32.31,100,100,6.91,CA,1711580344
300,coquimbo,-29.9533,-71.3436,62.33,88,75,6.91,CL,1711580457
301,lodja,-3.4833,23.4333,72.48,90,83,0.98,CD,1711580510
302,ulsteinvik,62.3432,5.8487,43.3,79,94,3.0,NO,1711580477
303,illizi,26.4833,8.4667,67.8,28,0,5.28,DZ,1711580470
304,ciudad lazaro cardenas,17.9583,-102.2,78.75,55,1,7.94,MX,1711580511
305,sarangani,5.4033,125.4636,82.58,76,100,16.58,PH,1711580511
306,wanxian,30.8039,108.3897,58.55,92,22,4.14,CN,1711580511
307,silver city,32.7701,-108.2803,58.66,33,0,10.36,US,1711580511
308,khandyga,62.6667,135.6,19.11,96,100,2.44,RU,1711580441
309,jamestown,42.097,-79.2353,39.02,90,100,9.22,US,1711580215
310,novodnistrovsk,48.5849,27.4311,44.56,62,70,19.84,UA,1711580512
311,vorgashor,67.5833,63.95,-11.9,100,81,4.79,RU,1711580477
312,gassol,8.5333,10.4667,87.1,11,96,2.98,NG,1711580513
313,lavra,41.2594,-8.7185,52.23,66,75,13.8,PT,1711580513
314,mugia,43.1041,-9.2179,48.9,64,84,34.92,ES,1711580513
315,vega de alatorre,20.0333,-96.6333,75.81,73,12,15.03,MX,1711580513
316,sao felix do xingu,-6.6447,-51.995,75.25,96,71,2.55,BR,1711580514
317,lycksele,64.5954,18.6735,31.87,100,100,8.05,SE,1711580514
318,kudat,6.8837,116.8477,78.73,94,70,0.0,MY,1711580484
319,urzhar,47.093,81.6294,48.7,63,100,5.37,KZ,1711580514
320,wynyard,-41.0,145.7167,59.92,54,2,2.24,AU,1711580515
321,tolanaro,-25.0319,46.9987,70.52,89,2,10.38,MG,1711580490
322,quellon,-43.1167,-73.6167,53.91,81,16,3.51,CL,1711580515
323,shetpe,44.1667,52.1167,43.61,87,96,21.5,KZ,1711580515
324,port lincoln,-34.7333,135.8667,64.96,68,39,13.33,AU,1711580406
325,lloydminster,53.2835,-110.0016,32.22,59,20,19.57,CA,1711580369
326,piti village,13.4626,144.6933,80.71,88,100,6.91,GU,1711580516
327,magadan,59.5667,150.8,20.7,90,100,2.3,RU,1711580433
328,kalevala,65.2,31.1667,25.09,85,100,3.0,RU,1711580516
329,ilha de mocambique,-15.0342,40.7358,82.33,79,84,11.72,MZ,1711580517
330,kalmunai,7.4167,81.8167,80.19,84,53,4.03,LK,1711580517
331,saint-pierre,-21.3393,55.4781,74.88,83,100,8.05,RE,1711580262
332,cabo san lucas,22.8909,-109.9124,77.76,51,0,7.0,MX,1711580415
333,fort bragg,35.139,-79.006,64.49,93,100,6.91,US,1711580518
334,cromer,52.9312,1.2989,44.15,86,100,8.99,GB,1711580518
335,alice springs,-23.7,133.8833,70.21,77,40,3.0,AU,1711580363
336,port macquarie,-31.4333,152.9167,74.89,76,12,3.04,AU,1711580487
337,kavaratti,10.5669,72.642,82.11,73,97,7.45,IN,1711580519
338,baoro,5.6667,15.9667,74.55,56,38,1.79,CF,1711580519
339,san patricio,28.017,-97.5169,75.06,46,8,3.51,US,1711580519
340,mazamari,-11.3258,-74.5308,75.99,84,99,1.63,PE,1711580520
341,labrador city,52.9463,-66.9114,33.71,85,100,14.97,CA,1711580411
342,burang,30.25,81.1667,23.79,85,91,4.92,CN,1711580520
343,behbahan,30.5959,50.2417,61.97,49,100,4.92,IR,1711580520
344,komsomolets,53.7453,62.0708,34.2,90,67,9.98,KZ,1711580521
345,uturoa,-16.7333,-151.4333,83.37,71,64,16.58,PF,1711580521
346,hammerfest,70.6634,23.6821,25.25,80,75,11.5,NO,1711580374
347,chandbali,20.7833,86.7667,75.16,81,1,3.06,IN,1711580521
348,remire-montjoly,4.9167,-52.2667,78.84,89,0,4.61,GF,1711580522
349,villa canas,-34.0057,-61.6076,73.94,81,100,8.1,AR,1711580522
350,parintins,-2.6283,-56.7358,79.23,90,83,1.59,BR,1711580522
351,vila velha,-20.3297,-40.2925,78.75,81,40,11.5,BR,1711580432
352,constantia,44.1833,28.65,47.08,93,45,11.1,RO,1711580451
353,along,28.1667,94.7667,57.94,87,69,1.79,IN,1711580523
354,untsukul',42.7115,46.7866,33.91,78,28,6.85,RU,1711580523
355,lobujya,27.95,86.8167,15.17,53,18,9.86,NP,1711580524
356,mhamid,29.82,-5.72,62.02,16,0,8.1,MA,1711580524
357,flying fish cove,-10.4217,105.6791,78.48,78,40,10.36,CX,1711580503
358,hamina,60.5697,27.1979,36.32,90,99,7.56,FI,1711580356
359,zaraysk,54.7653,38.8836,29.59,96,22,3.06,RU,1711580524
360,nova xavantina,-14.6667,-52.35,74.05,96,99,4.41,BR,1711580464
361,antanifotsy,-19.65,47.3167,58.46,97,100,3.02,MG,1711580525
362,levuka,50.1834,-105.4011,37.13,32,40,10.36,CA,1711580525
363,galliano,29.4422,-90.2992,69.8,43,0,13.8,US,1711580520
364,dunedin,-45.8742,170.5036,49.8,67,100,8.99,NZ,1711580409
365,thinadhoo,0.5333,72.9333,82.27,73,87,4.9,MV,1711580526
366,kruisfontein,-34.0033,24.7314,65.88,90,100,3.69,ZA,1711580526
367,swanage,50.6092,-1.9626,48.24,89,100,27.0,GB,1711580527
368,adrar,20.5022,-10.0711,70.7,24,100,9.71,MR,1711580527
369,kongolo,-5.3833,27.0,72.48,95,90,0.6,CD,1711580500
370,shalazhi,43.0978,45.3608,42.15,74,70,5.73,RU,1711580527
371,lashio,22.9333,97.75,62.51,60,84,2.06,MM,1711580528
372,ar rutbah,33.0381,40.2848,60.71,54,91,12.1,IQ,1711580528
373,purpe,64.4803,76.6897,-3.17,99,98,9.15,RU,1711580528
374,suva,-18.1416,178.4415,85.48,70,75,8.05,FJ,1711580300
375,novyy urengoy,66.0833,76.6333,-17.59,100,90,4.14,RU,1711580529
376,atmakur,15.8833,78.5833,76.51,56,35,5.06,IN,1711580529
377,nar'yan-mar,67.6713,53.087,-0.89,99,59,5.99,RU,1711580424
378,grand falls-windsor,48.9332,-55.6649,38.5,59,100,1.99,CA,1711580529
379,ambovombe,-25.1667,46.0833,70.09,86,11,9.17,MG,1711580530
380,aldinga beach,-35.2793,138.4604,65.44,70,2,11.07,AU,1711580530
381,luza,60.6308,47.2512,17.28,96,74,4.99,RU,1711580530
382,nuuk,64.1835,-51.7216,13.57,97,99,2.73,GL,1711580413
383,imbituba,-28.24,-48.6703,72.3,80,0,11.7,BR,1711580473
384,greymouth,-42.4667,171.2,54.95,84,100,21.39,NZ,1711580519
385,tonj,7.2737,28.6822,80.87,20,39,4.38,SS,1711580531
386,yeed,4.55,43.0333,82.6,61,78,20.4,SO,1711580532
387,hun,29.1268,15.9477,67.1,46,86,13.62,LY,1711580532
388,tieli,46.95,128.05,42.31,83,100,17.78,CN,1711580532
389,sungailiat,-1.85,106.1333,79.16,86,100,7.67,ID,1711580344
390,praia da vitoria,38.7333,-27.0667,51.76,100,75,32.91,PT,1711580460
391,scarborough,54.2797,-0.4044,42.37,85,38,4.0,GB,1711580533
392,siavonga,-16.5382,28.7088,75.94,66,35,8.68,ZM,1711580533
393,cockburn town,21.4612,-71.1419,74.26,65,0,13.04,TC,1711580533
394,moberly,39.4184,-92.4382,48.18,41,75,8.05,US,1711580450
395,changji,44.0167,87.3167,45.39,61,0,2.24,CN,1711580534
396,taltal,-25.4,-70.4833,68.65,81,23,3.74,CL,1711580421
397,pembroke,45.8168,-77.1162,46.38,74,94,7.67,CA,1711580513
398,tvarditsa,42.7,25.9,47.68,92,90,6.87,BG,1711580534
399,pitimbu,-7.4706,-34.8086,79.39,81,100,3.44,BR,1711580534
400,al fallujah,33.3538,43.7795,57.09,44,28,6.49,IQ,1711580490
401,nemuro,43.3236,145.575,31.62,73,2,3.74,JP,1711580535
402,avarua,-21.2078,-159.775,86.05,79,20,6.91,CK,1711580300
403,nava,28.4167,-100.7667,77.47,21,37,9.04,MX,1711580535
404,malango,-2.9627,119.9001,69.87,95,89,1.48,ID,1711580475
405,westport,41.1415,-73.3579,50.32,84,100,4.61,US,1711580446
406,yamada,39.4667,141.95,42.91,50,1,6.22,JP,1711580536
407,eastbourne,50.7687,0.2845,49.32,87,49,7.0,GB,1711580536
408,luebo,-5.35,21.4167,75.83,82,99,1.01,CD,1711580536
409,belyy yar,53.6039,91.3903,28.29,86,0,0.0,RU,1711580467
410,avila,40.5833,-5.0,43.65,88,92,17.47,ES,1711580537
411,hadibu,12.65,54.0333,79.59,78,70,9.55,YE,1711580537
412,veshkayma,54.05,47.1333,29.14,90,100,22.21,RU,1711580537
413,fortuna,40.5982,-124.1573,57.65,94,100,8.05,US,1711580246
414,tsarevo,42.1667,27.85,48.96,81,93,4.56,BG,1711580538
415,tchibanga,-2.85,11.0333,75.51,96,100,1.19,GA,1711580538
416,caconda,-13.7333,15.0667,65.17,81,100,1.07,AO,1711580539
417,hutchinson,38.0608,-97.9298,57.04,34,47,1.99,US,1711580361
418,east end,34.5507,-92.341,61.61,37,83,1.99,US,1711580539
419,harper,4.375,-7.7169,81.01,89,11,4.81,LR,1711580539
420,novodvinsk,64.4165,40.8122,10.15,98,62,1.9,RU,1711580540
421,akureyri,65.6835,-18.0878,26.53,68,75,5.75,IS,1711580463
422,rio san juan,19.6439,-70.0763,73.08,67,2,7.58,DO,1711580540
423,aquiraz,-3.9014,-38.3911,80.19,90,100,5.17,BR,1711580434
424,campo gallo,-26.5833,-62.85,83.1,37,80,5.95,AR,1711580541
425,santa maria,-29.6842,-53.8069,74.5,83,0,3.44,BR,1711580491
426,moree,-29.4667,149.85,71.37,66,87,6.31,AU,1711580541
427,balakhta,55.38,91.6,24.67,97,100,2.19,RU,1711580541
428,tshabong,-26.05,22.45,71.69,56,100,9.62,BW,1711580542
429,altamont,42.2068,-121.7372,39.4,92,100,12.66,US,1711580542
430,arraial do cabo,-22.9661,-42.0278,75.16,88,75,4.61,BR,1711580525
431,mar del plata,-38.0023,-57.5575,73.94,77,0,8.05,AR,1711580496
432,dihok,36.8695,42.994,46.36,52,90,4.56,IQ,1711580543
433,pangody,65.85,74.4859,-14.44,100,87,5.23,RU,1711580543
434,martapura,-3.4167,114.85,78.89,89,20,5.75,ID,1711580543
435,pangai,-19.8,-174.35,84.31,84,75,6.91,TO,1711580544
436,jutai,-5.1833,-68.9,74.71,96,100,1.03,BR,1711580544
437,bel ombre,-4.6167,55.4167,80.44,89,75,2.3,SC,1711580486
438,yanam,16.7333,82.2167,73.45,92,7,2.3,IN,1711580544
439,zdvinsk,54.7021,78.661,32.2,97,100,4.52,RU,1711580545
440,cartagena,10.3997,-75.5144,85.62,66,0,9.22,CO,1711580458
441,nadym,65.5333,72.5167,-8.99,100,95,6.08,RU,1711580545
442,mansa,29.9833,75.3833,74.17,34,100,7.85,IN,1711580546
443,waingapu,-9.6567,120.2641,79.29,85,100,3.98,ID,1711580546
444,coxim,-18.5067,-54.76,73.0,95,99,3.83,BR,1711580500
445,grand baie,-20.0182,57.5802,77.45,78,96,1.01,MU,1711580546
446,port isabel,26.0734,-97.2086,75.29,76,0,21.85,US,1711580304
447,oranjemund,-28.55,16.4333,59.83,97,32,5.68,NA,1711580547
448,pandan,14.0453,124.1694,79.93,88,51,9.64,PH,1711580547
449,kavali,14.9167,79.9833,74.32,90,85,7.85,IN,1711580547
450,hounde,11.5,-3.5167,90.43,36,25,2.73,BF,1711580547
451,aleksandrovsk-sakhalinskiy,50.8975,142.1561,24.57,80,32,10.45,RU,1711580548
452,olinda,-8.0089,-34.8553,80.33,94,40,5.75,BR,1711580275
453,la gi,10.6667,107.7833,76.66,87,63,8.77,VN,1711580548
454,ancud,-41.8697,-73.8203,56.43,77,1,9.15,CL,1711580460
455,bartlesville,36.7473,-95.9808,58.1,28,99,1.01,US,1711580421
456,labytnangi,66.6572,66.4183,-9.44,100,95,3.65,RU,1711580549
457,lincoln city,44.9582,-124.0179,54.9,86,84,17.0,US,1711580549
458,realico,-35.0366,-64.2447,67.17,88,96,18.97,AR,1711580549
459,krasnozerskoye,53.9828,79.2374,31.98,99,100,5.61,RU,1711580550
460,penapolis,-21.4197,-50.0775,69.82,97,100,6.69,BR,1711580342
461,crane,31.3974,-102.3501,68.59,13,64,17.0,US,1711580511
462,abalak,58.1286,68.5944,36.36,89,100,7.02,RU,1711580550
463,gap,44.6667,6.0,17.73,89,58,6.24,FR,1711580485
464,nova sintra,14.8667,-24.7167,67.01,74,73,17.63,CV,1711580551
465,hobyo,5.3505,48.5268,83.3,71,82,17.76,SO,1711580551
466,kachkanar,58.7,59.4948,19.51,95,100,11.36,RU,1711580551
467,santa ana,33.7456,-117.8678,77.61,56,75,10.36,US,1711580337
468,lepsy,46.235,78.9456,49.73,58,100,5.26,KZ,1711580488
469,charlottetown,46.2352,-63.1267,48.72,95,100,18.41,CA,1711580404
470,kharhial,20.2833,82.7667,82.56,32,1,2.75,IN,1711580552
471,el haouaria,37.05,11.0144,57.22,71,24,16.49,TN,1711580552
472,katsuura,35.1333,140.3,53.73,62,99,6.55,JP,1711580553
473,zorgo,12.2489,-0.6158,93.34,32,47,5.99,BF,1711580553
474,manay,7.215,126.5397,81.93,72,100,5.93,PH,1711580553
475,kirikhan,36.4994,36.3576,55.63,89,3,1.95,TR,1711580553
476,naracoorte,-36.9579,140.7383,59.81,72,10,7.27,AU,1711580553
477,el bauga,18.262,33.9081,73.2,22,59,7.87,SD,1711580554
478,jiexiu,37.0244,111.9125,48.43,33,1,5.86,CN,1711580554
479,novyy urgal,51.0736,132.5642,23.74,84,100,2.89,RU,1711580554
480,misratah,32.3754,15.0925,62.46,68,55,16.17,LY,1711580554
481,sabang,5.8933,95.3214,83.95,73,90,12.17,ID,1711580555
482,truth or consequences,33.1284,-107.2528,65.91,17,0,6.91,US,1711580555
483,mala,-12.6581,-76.6308,73.98,80,20,7.54,PE,1711580555
484,campbellsville,37.3434,-85.3419,52.25,48,77,4.0,US,1711580368
485,bubaque,11.2833,-15.8333,77.25,72,2,16.84,GW,1711580555
486,kandri,21.4167,79.2667,78.37,31,66,1.12,IN,1711580555
487,kaleke mandi,31.9772,73.6026,70.14,49,98,7.9,PK,1711580556
488,paragominas,-2.9667,-47.4833,74.03,98,74,3.94,BR,1711580448
489,canguaretama,-6.38,-35.1289,75.54,93,100,4.18,BR,1711580357
490,sunne,59.8376,13.143,41.32,93,100,3.67,SE,1711580556
491,luumaki,60.9262,27.5814,35.31,94,100,5.19,FI,1711580557
492,chittagong,22.9167,91.5,73.27,82,2,4.14,BD,1711580557
493,tatsinskiy,48.1968,41.2756,40.03,77,3,5.79,RU,1711580557
494,hotan,37.0997,79.9269,54.23,21,61,5.97,CN,1711580507
495,chernyshevsk,52.5243,117.0174,19.8,63,87,13.73,RU,1711580557
496,sinabang,2.4803,96.3801,80.37,80,87,1.5,ID,1711580498
497,melekeok village,7.4957,134.6367,84.76,79,75,11.5,PW,1711580558
498,colonia menno,-22.3667,-59.8167,86.59,45,54,7.0,PY,1711580558
499,lazaro cardenas,17.9583,-102.2,78.75,55,1,7.94,MX,1711580388
500,marrakesh,31.6315,-8.0083,55.47,71,0,5.75,MA,1711580421
501,marka,1.7159,44.7717,81.84,80,80,14.2,SO,1711580534
502,fisterra,42.9049,-9.2629,48.74,60,88,35.52,ES,1711580559
503,beberibe,-4.1797,-38.1306,76.28,91,100,4.68,BR,1711580543
504,ust-tsilma,65.441,52.1498,-4.4,100,94,1.99,RU,1711580559
505,pacific grove,36.6177,-121.9166,59.65,79,100,17.27,US,1711580426
506,pariaman,-0.619,100.12,80.65,88,96,3.22,ID,1711580560
507,carahue,-38.7,-73.1667,56.23,88,0,3.56,CL,1711580502
508,lamu,-2.2717,40.902,82.49,76,82,6.53,KE,1711580560
509,ketchikan,55.3422,-131.6461,51.35,64,100,3.83,US,1711580448
510,arteche,12.2645,125.4048,79.57,91,62,9.84,PH,1711580560
511,geraldton,-28.7667,114.6,57.61,94,0,4.61,AU,1711580561
512,znamenskoye,57.1281,73.8282,32.97,99,100,4.14,RU,1711580561
513,north platte,41.1239,-100.7654,54.25,45,100,10.0,US,1711580347
514,abou el hassan,36.4166,1.1962,56.64,73,1,11.7,DZ,1711580561
515,chala,-7.5833,31.2667,60.8,95,100,2.04,TZ,1711580562
516,mikhaylovka,50.06,43.2379,33.71,91,5,13.38,RU,1711580475
517,rongelap,11.1635,166.8941,80.51,78,40,16.51,MH,1711580562
518,kichmengskiy gorodok,59.9816,45.7854,29.95,94,98,5.01,RU,1711580562
519,brookings,44.3114,-96.7984,26.6,69,0,17.27,US,1711580402
520,point pedro,9.8167,80.2333,81.82,74,16,10.29,LK,1711580563
521,ranikhet,29.65,79.4167,53.47,51,75,4.41,IN,1711580563
522,laurel,39.0993,-76.8483,48.94,94,100,3.44,US,1711580554
523,kuanda,56.3161,116.0806,5.83,87,100,8.16,RU,1711580563
524,la mira,18.035,-102.3266,80.29,51,0,8.1,MX,1711580564
525,carolina,18.3808,-65.9574,80.01,73,65,5.01,PR,1711580564
526,envira,-7.3,-70.2167,77.05,91,100,4.03,BR,1711580564
527,berezovyy,51.6667,135.7,28.4,80,100,1.86,RU,1711580564
528,pacocha,-17.5833,-71.3333,71.67,86,16,1.86,PE,1711580359
529,black river,18.0264,-77.8487,81.59,65,33,1.88,JM,1711580308
530,kalawit,8.0667,122.5167,79.81,82,97,5.21,PH,1711580565
531,kapa'a,22.0752,-159.319,80.58,77,37,7.0,US,1711580541
532,bontang,0.1333,117.5,77.9,87,99,3.33,ID,1711580565
533,port-gentil,-0.7193,8.7815,84.16,89,40,5.75,GA,1711580565
534,chingirlau,51.095,54.0814,31.84,98,100,10.22,KZ,1711580565
535,okhotsk,59.3833,143.3,18.63,91,95,4.88,RU,1711580566
536,comodoro rivadavia,-45.8667,-67.5,62.46,45,0,11.5,AR,1711580404
537,brokopondo,4.75,-55.1667,83.95,69,96,7.72,SR,1711580566
538,hastings,50.8552,0.5729,49.12,93,59,17.67,GB,1711580400
539,micheweni,-4.9667,39.8333,80.89,80,89,1.01,TZ,1711580566
540,anaconda,46.1285,-112.9423,41.25,65,91,5.57,US,1711580409
541,yarmouth,41.7057,-70.2286,50.14,90,100,3.0,US,1711580567
542,belle plaine,44.6227,-93.7686,28.9,83,100,11.5,US,1711580567
543,chibougamau,49.9168,-74.3659,40.62,93,100,13.8,CA,1711580567
544,luwuk,-0.9516,122.7875,79.97,86,100,0.72,ID,1711580568
545,bakanas,44.8081,76.2772,52.2,74,100,6.46,KZ,1711580568
546,santana,-0.0583,-51.1817,84.38,84,75,8.05,BR,1711580568
547,ocean city,39.2776,-74.5746,46.65,89,99,8.01,US,1711580279
548,lospalos,-8.5186,127.0025,76.91,86,72,2.93,TL,1711580568
549,loa janan,-0.583,117.095,75.16,99,99,0.58,ID,1711580569
550,kadnikov,59.5022,40.338,31.82,98,91,3.62,RU,1711580569
551,enriquillo,17.9,-71.2333,82.08,76,63,7.38,DO,1711580569
552,lautoka,-17.6167,177.4667,85.86,70,75,9.22,FJ,1711580284
553,taco pozo,-25.6167,-63.2833,82.09,43,29,5.03,AR,1711580570
554,vorkuta,67.5,64.0,-11.85,100,88,5.06,RU,1711580273
555,tineo,43.3376,-6.4145,38.62,90,91,11.86,ES,1711580570
556,moose jaw,50.4001,-105.5344,37.67,25,40,12.66,CA,1711580290
557,derzhavinsk,51.1,66.3167,37.4,87,17,10.47,KZ,1711580570
558,camana,-16.6228,-72.7111,75.99,81,23,3.83,PE,1711580427
559,macau,22.2006,113.5461,73.71,88,40,2.3,MO,1711580271
560,hami,42.8,93.45,51.49,36,78,0.63,CN,1711580571
561,pangkalanbuun,-2.6833,111.6167,73.08,99,100,2.39,ID,1711580284
562,isangel,-19.55,169.2667,84.31,79,75,2.3,VU,1711580571
563,kebili,33.7044,8.969,63.73,29,0,10.76,TN,1711580571
564,winsen,53.3667,10.2167,48.42,92,100,7.78,DE,1711580572
565,dolores,-36.3132,-57.6792,65.59,85,94,7.25,AR,1711580572
